StockCode,Description,UnitPrice
21871,SAVE THE PLANET MUG,1.7195191122071516
21872,GLAMOROUS  MUG,1.5361721068249259
21873,IF YOU CAN'T STAND THE HEAT MUG,1.6617241379310344
21874,GIN AND TONIC MUG,1.8041653418124006
21875,KINGS CHOICE MUG,1.6905399061032862
21876,POTTERING MUG,1.9653281249999999
21877,HOME SWEET HOME MUG,1.5686923076923076
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,1.0573365617433415
21879,HEARTS GIFT TAPE,0.7494771241830065
21880,RED AND WHITE SPOT TAPE,0.6523192771084337
21881,CUTE CATS TAPE,0.8329661016949151
21882,SKULLS TAPE,0.7752892561983471
21883,STARS GIFT TAPE,0.7342290748898678
21884,CAKES AND BOWS GIFT  TAPE,0.9903105590062111
21888,BINGO SET,4.590657108721625
21889,WOODEN BOX OF DOMINOES,1.5486580086580086
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3.720178571428572
21891,TRADITIONAL WOODEN SKIPPING ROPE,1.5323967889908257
21892,TRADITIONAL WOODEN CATCH CUP GAME,1.5664823529411764
21893,POTTING SHED SEED TIN,5.4975000000000005
21894,POTTING SHED SEED ENVELOPES,1.7396787148594377
21895,POTTING SHED SOW 'N' GROW SET,4.846206896551724
21896,POTTING SHED TWINE,2.4816107382550334
21897,POTTING SHED CANDLE CITRONELLA,3.1041818181818184
21898,POTTING SHED ROSE CANDLE,3.0016239316239317
21899,"KEY FOB , GARAGE DESIGN",0.8089622641509434
21900,"KEY FOB , SHED",0.8645005875440658
21901,"KEY FOB , BACK DOOR",0.808370786516854
21902,"KEY FOB , FRONT  DOOR",0.7787854251012146
21903,MAN FLU METAL SIGN,2.4322871046228713
21904,HOUSE WRECKING METAL SIGN,2.0886486486486486
21905,MORE BUTTER METAL SIGN,1.691509433962264
21906,PHARMACIE FIRST AID TIN,8.352850574712644
21907,I'M ON HOLIDAY METAL SIGN,2.2827784891165175
21908,CHOCOLATE THIS WAY METAL SIGN,2.458753799392097
21910,WAY OUT METAL SIGN,1.7615315315315316
21911,GARDEN METAL SIGN,2.0434104046242774
21912,VINTAGE SNAKES & LADDERS,4.676002400960384
21913,VINTAGE SEASIDE JIGSAW PUZZLES,4.3426490066225165
21914,BLUE HARMONICA IN BOX,1.4475229357798165
21915,RED  HARMONICA IN BOX,1.396902485659656
21916,SET 12 RETRO WHITE CHALK STICKS,0.5167397260273973
21917,SET 12 KIDS  WHITE CHALK STICKS,0.4958909853249476
21918,SET 12 KIDS COLOUR  CHALK STICKS,0.5211442786069652
21919,Electronic Talking Breath-A-Loser,5.081999999999999
21922,UNION STRIPE WITH FRINGE  HAMMOCK,8.840837563451776
21923,RED/CREAM STRIPE FRINGE HAMMOCK,8.573884297520662
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,8.598897637795275
21925,UNION STRIPE CUSHION COVER,1.5681034482758622
21926,RED/CREAM STRIPE CUSHION COVER,1.5892
21927,BLUE/CREAM STRIPE CUSHION COVER,1.6621951219512194
21928,JUMBO BAG SCANDINAVIAN PAISLEY,2.4668063492063492
21929,JUMBO BAG PINK VINTAGE PAISLEY,2.495326876513317
21930,JUMBO STORAGE BAG SKULLS,2.525874906924795
21931,JUMBO STORAGE BAG SUKI,2.525062866722548
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2.4264079147640794
21933,PINK VINTAGE PAISLEY PICNIC BAG,2.4370422535211267
21934,SKULL SHOULDER BAG,2.1951577503429354
21935,SUKI  SHOULDER BAG,2.307570194384449
21936,RED/WHITE SPOT PICNIC BAG,3.6132806691449817
21937,STRAWBERRY   PICNIC BAG,3.5897185185185183
21942,SKULLS DESIGN FLANNEL,1.2500448430493274
21943,CAKES AND RABBITS DESIGN FLANNEL,1.1034228187919464
21944,KITTENS DESIGN FLANNEL,1.149126213592233
21945,STRAWBERRIES  DESIGN FLANNEL,1.2548559670781894
21946,PARTY TIME DESIGN FLANNEL,0.9995522388059701
21947,SET OF 6 HEART CHOPSTICKS,1.7194078947368419
21948,SET OF 6 CAKE CHOPSTICKS,1.8755762081784386
21949,SET OF 6 STRAWBERRY CHOPSTICKS,1.764870848708487
21950,SET OF 6 DOTS CHOPSTICKS,2.275
21955,UNION JACK GUNS & ROSES  DOORMAT,8.577997293640054
21967,PACK OF 12 SKULL TISSUES,0.41983471074380163
21972,SET OF 36 DINOSAUR PAPER DOILIES,1.6422543352601158
21973,SET OF 36 MUSHROOM PAPER DOILIES,1.792358490566038
21974,SET OF 36 PAISLEY FLOWER DOILIES,1.9820341047503045
21975,PACK OF 60 DINOSAUR CAKE CASES,0.6297449362340586
21976,PACK OF 60 MUSHROOM CAKE CASES,0.769453044375645
21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.7103388998035364
21980,PACK OF 12 RED SPOTTY TISSUES,0.38533527696793
21981,PACK OF 12 WOODLAND TISSUES,0.4647879858657244
21982,PACK OF 12 SUKI TISSUES,0.4505722070844686
21983,PACK OF 12 BLUE PAISLEY TISSUES,0.41534954407294833
21984,PACK OF 12 PINK PAISLEY TISSUES,0.40988738738738734
21985,PACK OF 12 HEARTS DESIGN TISSUES,0.4078181818181818
21986,PACK OF 12 PINK SPOT TISSUES,0.41267932489451475
21987,PACK OF 6 SKULL PAPER CUPS,0.7294206549118387
21988,PACK OF 6 SKULL PAPER PLATES,0.9505411764705881
21989,PACK OF 20 SKULL PAPER NAPKINS,1.0788421052631578
21990,MODERN FLORAL STATIONERY SET,2.263792415169661
21991,BOHEMIAN COLLAGE STATIONERY SET,2.238532423208191
21992,VINTAGE PAISLEY STATIONERY SET,2.417405731523379
21993,FLORAL FOLK STATIONERY SET,2.2595869191049913
22003,VINTAGE BLUE VACUUM FLASK 0.5L,6.75
22016,Dotcomgiftshop Gift Voucher £100.00,83.33
22021,BLUE FELT EASTER EGG BASKET,1.7885355648535564
22023,EMPIRE BIRTHDAY CARD,0.5299768518518518
22024,RAINY LADIES BIRTHDAY CARD,0.5569909502262443
22025,RING OF ROSES BIRTHDAY CARD,0.5367241379310345
22026,BANQUET BIRTHDAY  CARD,0.5345231607629427
22027,TEA PARTY BIRTHDAY CARD,0.5215690866510538
22028,PENNY FARTHING BIRTHDAY CARD,0.5307450980392157
22029,SPACE BOY BIRTHDAY CARD,0.508119349005425
22030,SWALLOWS GREETING CARD,0.46454022988505744
22031,BOTANICAL LAVENDER BIRTHDAY CARD,0.5165034965034965
22032,BOTANICAL LILY GREETING CARD,0.46522522522522525
22033,BOTANICAL ROSE GREETING CARD,0.481640625
22034,ROBIN CHRISTMAS CARD,0.4505208333333333
22035,VINTAGE CARAVAN GREETING CARD,0.5533884297520661
22036,DINOSAUR BIRTHDAY CARD,0.4962773722627737
22037,ROBOT BIRTHDAY CARD,0.5215880503144653
22038,BOTANICAL LAVENDER GIFT WRAP,0.4182222222222222
22039,BOTANICAL LILY GIFT WRAP,0.4148387096774193
22040,BOTANICAL ROSE GIFT WRAP,0.41659574468085103
22041,"RECORD FRAME 7"" SINGLE SIZE",3.545557522123894
22042,CHRISTMAS CARD SINGING ANGEL,0.4070992366412214
22043,CHRISTMAS CARD SCREEN PRINT,0.33385826771653543
22044,CHRISTMAS CARD STACK OF PRESENTS,0.3262637362637362
22045,SPACE BOY GIFT WRAP,0.41891213389121335
22046,TEA PARTY  WRAPPING PAPER,0.41847619047619045
22047,EMPIRE GIFT WRAP,0.4176515151515151
22048,BIRTHDAY BANQUET GIFT WRAP,0.4192233009708738
22049,WRAP CHRISTMAS SCREEN PRINT,0.2970689655172414
22050,PINK PAISLEY ROSE GIFT WRAP,0.4186324786324786
22051,BLUE SCANDINAVIAN PAISLEY WRAP,0.4193103448275862
22052,VINTAGE CARAVAN GIFT WRAP,0.41815384615384615
22053,EMPIRE DESIGN ROSETTE,1.5025842696629212
22054,MINI CAKE STAND HANGING HEARTS,2.1290243902439023
22055,MINI CAKE STAND  HANGING STRAWBERY,2.149634464751958
22056,CERAMIC PLATE LOVE HEART DESIGN,1.9305714285714284
22057,CERAMIC PLATE STRAWBERRY DESIGN,2.023579335793358
22058,CERAMIC LOVE HEARTS DESIGN MUG,1.65858407079646
22059,CERAMIC STRWBERRY DESIGN MUG,1.760983935742972
22060,LARGE CAKE STAND HANGING HEARTS,9.769190751445086
22061,LARGE CAKE STAND  HANGING STRAWBERY,11.051435897435898
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,2.3905223880597015
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,3.625493333333333
22064,PINK DOUGHNUT TRINKET POT,2.114979865771812
22065,CHRISTMAS PUDDING TRINKET POT,1.4163711340206184
22066,LOVE HEART TRINKET POT,1.1517605633802819
22067,CHOC TRUFFLE GOLD TRINKET POT,2.0753007518796993
22068,BLACK PIRATE TREASURE CHEST,2.2439501779359428
22069,BROWN  PIRATE TREASURE CHEST,2.9639405204460965
22070,SMALL RETRO SPOT MUG IN BOX  RED,4.011845238095238
22071,SMALL RETRO SPOT MUG IN BOX  WHITE,3.8322962962962963
22072,TEA CUP AND SAUCER RETRO SPOT,4.399381818181818
22073,RETRO SPOT STORAGE JAR,4.572660194174757
22074,6 RIBBONS SHIMMERING PINKS,1.5200342465753423
22075,6 RIBBONS ELEGANT CHRISTMAS,1.8109890109890108
22076,6 RIBBONS EMPIRE,1.7291556728232191
22077,6 RIBBONS RUSTIC CHARM,2.1067186629526464
22078,RIBBON REEL LACE DESIGN,2.4944897959183674
22079,RIBBON REEL HEARTS DESIGN,1.9327625899280576
22080,RIBBON REEL SPOTS DESIGN,1.9196015180265655
22081,RIBBON REEL FLORA + FAUNA,2.177394136807817
22082,RIBBON REEL STRIPES DESIGN,1.8910918367346938
22083,PAPER CHAIN KIT RETRO SPOT,3.610407876230661
22084,PAPER CHAIN KIT EMPIRE,3.270981818181818
22085,PAPER CHAIN KIT SKULLS,3.1808510638297873
22086,PAPER CHAIN KIT 50'S CHRISTMAS,3.3647600767754318
22087,PAPER BUNTING WHITE LACE,3.475148401826484
22088,PAPER BUNTING COLOURED LACE,3.5147385103011097
22089,PAPER BUNTING VINTAGE PAISLEY,3.3815275310834814
22090,PAPER BUNTING RETRO SPOTS,3.6685450346420323
22091,EMPIRE TISSUE BOX,1.259969512195122
22092,BLUE PAISLEY TISSUE BOX,0.8154285714285714
22093,MOTORING TISSUE BOX,0.9611071428571429
22094,RED POLKA DOT TISSUE BOX,1.2993999999999999
22095,LADS ONLY TISSUE BOX,1.3840133779264214
22096,PINK PAISLEY SQUARE TISSUE BOX,0.9144385026737968
22097,SWALLOW SQUARE TISSUE BOX,0.9850592885375494
22098,BOUDOIR SQUARE TISSUE BOX,1.2350613496932514
22099,CARAVAN SQUARE TISSUE BOX,1.2786798679867988
22100,SKULLS SQUARE TISSUE BOX,1.46125
22101,MIRROR MOSAIC VOTIVE HOLDER,2.310084033613445
22102,MIRROR MOSAIC T-LIGHT HOLDER,1.96327868852459
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2.0046666666666666
22104,MIRROR MOSAIC CANDLE PLATE,1.5765656565656565
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,4.193103448275862
22106,MIRROR MOSAIC HURRICANE LAMP,5.434444444444445
22107,PIZZA PLATE IN BOX,4.602493506493507
22108,PING! MICROWAVE PLATE,3.5451162790697675
22109,FULL ENGLISH BREAKFAST PLATE,5.09263868065967
22110,BIRD HOUSE HOT WATER BOTTLE,3.8390684410646387
22111,SCOTTIE DOG HOT WATER BOTTLE,5.724730195177957
22112,CHOCOLATE HOT WATER BOTTLE,5.841296928327645
22113,GREY HEART HOT WATER BOTTLE,4.197131782945736
22114,HOT WATER BOTTLE TEA AND SYMPATHY,4.7669503105590065
22115,METAL SIGN EMPIRE TEA,3.274166666666667
22116,METAL SIGN HIS DINNER IS SERVED,1.82315
22117,METAL SIGN HER DINNER IS SERVED,3.05995670995671
22118,JOY WOODEN BLOCK LETTERS,5.4000719424460435
22119,PEACE WOODEN BLOCK LETTERS,6.812307692307692
22120,WELCOME  WOODEN BLOCK LETTERS,11.257700534759358
22121,NOEL WOODEN BLOCK LETTERS,6.637852348993288
22122,SET OF 2 FANCY FONT TEA TOWELS,3.4707142857142856
22123,PING MICROWAVE APRON,3.7597041420118344
22124,SET OF 2 TEA TOWELS PING MICROWAVE,2.7221969696969697
22125,UNION JACK HOT WATER BOTTLE,6.823437500000001
22127,PARTY CONES CARNIVAL ASSORTED,1.7975
22128,PARTY CONES CANDY ASSORTED,1.5310499999999998
22129,PARTY CONES CANDY TREE DECORATION,1.6295454545454546
22130,PARTY CONE CHRISTMAS DECORATION,1.7826363636363636
22131,FOOD CONTAINER SET 3 LOVE HEART,2.5472447552447552
22132,RED LOVE HEART SHAPE CUP,1.1484871794871794
22133,PINK LOVE HEART SHAPE CUP,1.2319148936170212
22134,LADLE LOVE HEART RED,0.6368666666666667
22135,LADLE LOVE HEART PINK,0.6744514106583073
22136,LOVE HEART SOCK HANGER,2.0842490842490844
22137,BATHROOM SET LOVE HEART DESIGN,3.586444444444445
22138,BAKING SET 9 PIECE RETROSPOT,5.319245901639344
22139,RETRO SPOT TEA SET CERAMIC 11 PC,5.562544103992572
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2.5921672354948804
22142,CHRISTMAS CRAFT WHITE FAIRY,1.7234615384615384
22143,CHRISTMAS CRAFT HEART DECORATIONS,2.566712328767123
22144,CHRISTMAS CRAFT LITTLE FRIENDS,2.5899861303744802
22145,CHRISTMAS CRAFT HEART STOCKING,2.365960591133005
22146,EASTER CRAFT IVY WREATH WITH CHICK,2.00027027027027
22147,FELTCRAFT BUTTERFLY HEARTS,1.6161486486486487
22148,EASTER CRAFT 4 CHICKS,2.3067202572347267
22149,FELTCRAFT 6 FLOWER FRIENDS,2.3777886634009797
22150,3 STRIPEY MICE FELTCRAFT,2.1930020703933746
22151,PLACE SETTING WHITE HEART,0.5354912516823688
22152,PLACE SETTING WHITE STAR,0.5164426877470356
22153,ANGEL DECORATION STARS ON DRESS,0.5455704697986576
22154,ANGEL DECORATION 3 BUTTONS,0.5297084548104957
22155,STAR DECORATION RUSTIC,0.5603910614525139
22156,HEART DECORATION WITH PEARLS,1.0662479871175523
22157,ANGEL DECORATION WITH LACE PADDED,0.8936153846153846
22158,3 HEARTS HANGING DECORATION RUSTIC,3.215863453815261
22161,HEART DECORATION RUSTIC HANGING,0.6982941176470588
22162,HEART GARLAND RUSTIC PADDED,3.3788805970149256
22163,HEART STRING MEMO HOLDER HANGING,2.3207729468599037
22164,STRING OF STARS CARD HOLDER,3.3384000000000005
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",12.822277580071175
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",11.98890909090909
22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",11.244874999999999
22168,"ORGANISER WOOD, ANTIQUE WHITE",8.501982507288629
22169,FAMILY ALBUM WHITE PICTURE FRAME,9.716317934782609
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,7.388903654485049
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,9.736349206349207
22172,METAL SHELF WITH RAIL,9.55657894736842
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3.7188779527559057
22174,PHOTO CUBE,2.517636684303351
22175,PINK OWL SOFT TOY,3.4144293478260868
22176,BLUE OWL SOFT TOY,3.3538257575757577
22177,5 HOOK BLACKBOARD ORGANISER,11.727703703703703
22178,VICTORIAN GLASS HANGING T-LIGHT,1.571703821656051
22179,SET 10 LIGHTS NIGHT OWL,8.406379310344827
22180,RETRO SPOT LAMP,11.182068181818181
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,1.015486111111111
22182,CAKE STAND VICTORIAN FILIGREE SMALL,4.5689714285714285
22183,CAKE STAND VICTORIAN FILIGREE MED,6.304186046511628
22184,CAKE STAND VICTORIAN FILIGREE LARGE,9.089113924050633
22185,SLATE TILE NATURAL HANGING,1.922446808510638
22186,RED STAR CARD HOLDER,3.227118644067797
22187,GREEN CHRISTMAS TREE CARD HOLDER,4.342894736842105
22188,BLACK HEART CARD HOLDER,4.4532105263157895
22189,CREAM HEART CARD HOLDER,4.427996965098634
22190,LOCAL CAFE MUG,2.3604065040650406
22191,EAU DE NIL DINER WALL CLOCK,8.715736434108527
22192,BLUE DINER WALL CLOCK,8.887035714285714
22193,RED DINER WALL CLOCK,9.190929133858267
22194,BLACK DINER WALL CLOCK,9.167757575757577
22195,HEART MEASURING SPOONS LARGE,2.243763570566948
22196,SMALL HEART MEASURING SPOONS,1.1748031496062992
22197,"POPCORN HOLDER , SMALL",1.025114006514658
22198,"POPCORN HOLDER , LARGE",2.0275977653631285
22199,FRYING PAN RED POLKADOT,5.1685956416464895
22200,FRYING PAN PINK POLKADOT,5.602417582417583
22201,FRYING PAN BLUE POLKADOT,4.550059523809524
22202,MILK PAN PINK RETROSPOT,5.184657039711191
22203,MILK PAN RED RETROSPOT,4.6138765432098765
22204,MILK PAN BLUE RETROSPOT,4.193828571428571
22206,"MUG , DOTCOMGIFTSHOP.COM",0.842
22207,FRYING PAN UNION FLAG,5.527736625514403
22208,WOOD STAMP SET THANK YOU,1.5558558558558557
22209,WOOD STAMP SET HAPPY BIRTHDAY,1.4158396946564884
22210,WOOD STAMP SET BEST WISHES,1.3816778523489934
22211,WOOD STAMP SET FLOWERS,1.5168561872909698
22212,FOUR HOOK  WHITE LOVEBIRDS,2.6115087719298247
22214,CANDLE PLATE LACE WHITE,2.7232608695652174
22215,CAKE STAND WHITE TWO TIER LACE,8.98146529562982
22216,T-LIGHT HOLDER WHITE LACE,1.0694262295081967
22217,T-LIGHT HOLDER HANGING LACE,1.4037899543378995
22218,CAKE STAND LACE WHITE,5.343188405797101
22219,LOVEBIRD HANGING DECORATION WHITE,1.1333758503401359
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,10.334848484848484
22221,CAKE STAND LOVEBIRD 2 TIER PINK,10.5444578313253
22222,CAKE PLATE LOVEBIRD WHITE,5.625837438423646
22223,CAKE PLATE LOVEBIRD PINK,5.407752808988764
22224,WHITE LOVEBIRD LANTERN,3.606048780487805
22227,"DECORATION, HANGING HEART+MIRROR",0.8892089552238805
22228,BUNNY WOODEN PAINTED WITH BIRD,1.0114035087719297
22229,BUNNY WOODEN PAINTED WITH FLOWER,1.0133163265306122
22230,JIGSAW TREE WITH WATERING CAN,0.940735294117647
22231,JIGSAW TREE WITH BIRDHOUSE,1.5429467084639499
22232,3 PIECE JIGSAW TOADSTOOLS,1.5453614457831324
22233,JIGSAW RABBIT AND BIRDHOUSE,1.5122159090909089
22236,CAKE STAND 3 TIER MAGIC GARDEN,13.297970085470086
22241,"GARLAND , WOODEN  "" HAPPY EASTER""",1.5824793388429752
22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",1.9095263157894737
22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",1.8959168704156477
22244,"HOOK, 3 HANGER ,MAGIC GARDEN",2.6664429530201343
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1.1059999999999999
22246,"GARLAND, MAGIC GARDEN 1.8M",2.6945263157894734
22247,BUNNY DECORATION MAGIC GARDEN,1.044255319148936
22248,DECORATION  PINK CHICK MAGIC GARDEN,1.067252747252747
22249,DECORATION WHITE CHICK MAGIC GARDEN,1.038313253012048
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,1.1340151515151515
22251,BIRDHOUSE DECORATION MAGIC GARDEN,1.5584918032786885
22252,BIRDCAGE DECORATION MAGIC GARDEN,1.284406779661017
22253,6 CROCHET STRAWBERRIES,1.4741573033707864
22254,FELT TOADSTOOL LARGE,1.5087261146496815
22255,FELT TOADSTOOL  SMALL,1.1360666666666666
22256,FELT FARM ANIMAL CHICKEN,1.568780487804878
22257,FELT FARM ANIMAL SHEEP,1.2448333333333332
22258,FELT FARM ANIMAL RABBIT,1.4551470588235293
22259,FELT FARM ANIMAL HEN,1.2965333333333333
22260,FELT EGG COSY BLUE RABBIT,1.2815725806451612
22261,FELT EGG COSY WHITE RABBIT,1.1494509803921569
22262,FELT EGG COSY CHICKEN,1.147857142857143
22263,FELT EGG COSY LADYBIRD,1.1646296296296297
22264,FELT FARM ANIMAL WHITE BUNNY,1.0628235294117647
22265,EASTER DECORATION NATURAL CHICK,0.764406779661017
22266,EASTER DECORATION HANGING BUNNY,0.6848255813953489
22267,EASTER DECORATION EGG BUNNY,1.1753278688524589
22268,EASTER DECORATION SITTING BUNNY,0.8303571428571429
22269,EGG CUP NATURAL CHICKEN,1.2097685185185185
22270,HAPPY EASTER HANGING DECORATION,4.221939393939394
22271,FELTCRAFT DOLL ROSIE,3.2678651685393256
22272,FELTCRAFT DOLL MARIA,3.1592459016393444
22273,FELTCRAFT DOLL MOLLY,3.295090470446321
22274,FELTCRAFT DOLL EMILY,3.261629297458894
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,8.880866873065015
22276,WASH BAG VINTAGE ROSE PAISLEY,3.007315789473684
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,2.4723228346456696
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,6.732875
22279,POCKET BAG BLUE PAISLEY RED SPOT,1.6218721461187215
22280,POCKET BAG PINK PAISELY BROWN SPOT,1.5551234567901235
22281,EASTER TREE YELLOW BIRDS,8.079736842105264
22282,12 EGG HOUSE PAINTED WOOD,16.801146788990827
22283,6 EGG HOUSE PAINTED WOOD,9.574370179948586
22284,HEN HOUSE DECORATION,1.9948543689320388
22285,"DECORATION HEN ON NEST, HANGING",1.931259259259259
22286,"DECORATION , WOBBLY RABBIT , METAL",1.7414871794871793
22287,"DECORATION , WOBBLY CHICKEN, METAL",1.6671311475409836
22288,"DECORATION , HANGING METAL RABBIT",1.5634400000000002
22289,"DECORATION , HANGING METAL CHICKEN",1.5467948717948716
22290,STANDING METAL RABBIT WITH EGG,2.353
22291,"SPRING DEC , HANGING CHICK CREAM",1.6425461254612546
22292,"SPRING DEC , HANGING CHICK  YELLOW",1.6005701754385966
22293,"SPRING DEC , HANGING CHICK  GREEN",1.794025974025974
22294,HEART FILIGREE DOVE  SMALL,1.4536182019977804
22295,HEART FILIGREE DOVE LARGE,1.8300137362637363
22296,HEART IVORY TRELLIS LARGE,1.8142123687281213
22297,HEART IVORY TRELLIS SMALL,1.6464422110552763
22299,PIG KEYRING WITH LIGHT & SOUND,1.6200483091787439
22300,COFFEE MUG DOG + BALL DESIGN,2.994363636363636
22301,COFFEE MUG CAT + BIRD DESIGN,3.150789865871833
22302,COFFEE MUG PEARS  DESIGN,2.718997555012225
22303,COFFEE MUG APPLES DESIGN,2.7149295774647886
22304,COFFEE MUG BLUE PAISLEY DESIGN,2.844360465116279
22305,COFFEE MUG PINK PAISLEY DESIGN,2.7893959731543623
22306,SILVER MUG BONE CHINA TREE OF LIFE,2.007751479289941
22307,GOLD MUG BONE CHINA TREE OF LIFE,2.2925396825396827
22308,TEA COSY BLUE STRIPE,3.91287037037037
22309,TEA COSY RED  STRIPE,3.439851301115241
22310,KNITTED MUG COSY IVORY COLOUR,2.505
22311,OFFICE MUG WARMER BLACK+SILVER,4.5386274509803926
22312,OFFICE MUG WARMER POLKADOT,4.282618181818182
22313,OFFICE MUG WARMER PINK,4.266028368794326
22314,OFFICE MUG WARMER CHOC+BLUE,4.338125
22315,200 RED + WHITE BENDY STRAWS,1.447544757033248
22316,200 BENDY SKULL STRAWS,1.4016666666666666
22317,FIVE CATS HANGING DECORATION,3.675357142857143
22318,FIVE HEART HANGING DECORATION,3.6660250000000003
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,0.8012087912087912
22320,BIRDS MOBILE VINTAGE DESIGN,6.189052631578948
22321,BIRD DECORATION RED SPOT,1.2273202614379084
22322,BIRD DECORATION GREEN  SPOT,1.2247636363636363
22323,PINK POLKADOT KIDS BAG,3.15
22324,BLUE POLKADOT KIDS BAG,3.3134415584415584
22325,MOBILE VINTAGE HEARTS,5.0022821576763485
22326,"ROUND SNACK BOXES ,SET4, WOODLAND",3.4210504201680676
22327,ROUND SNACK BOXES SET OF 4 SKULLS,3.7880000000000003
22328,"ROUND SNACK BOXES ,SET 4, FRUITS",3.1869630872483223
22329,ROUND CONTAINER SET OF 5 RETROSPOT,2.0766936790923824
22330,72 ROUND PINK DOILIES,1.8517391304347826
22331,WOODLAND PARTY BAG + STICKER SET,1.9720535714285714
22332,SKULLS PARTY BAG + STICKER SET,1.819309462915601
22333,RETRO SPORT PARTY BAG + STICKER SET,1.8533839779005523
22334,DINOSAUR PARTY BAG + STICKER SET,1.7387084870848708
22335,HEART DECORATION PAINTED ZINC,0.8446542056074766
22336,DOVE DECORATION PAINTED ZINC,0.7330941704035875
22337,ANGEL DECORATION PAINTED ZINC,0.7340939597315437
22338,STAR DECORATION PAINTED ZINC,0.5546014492753623
22339,CHRISTMAS TREE PAINTED ZINC,0.5734177215189874
22340,NOEL GARLAND PAINTED ZINC,1.2456989247311827
22341,LOVE GARLAND PAINTED ZINC,2.332828685258964
22342,HOME GARLAND PAINTED ZINC,2.025677966101695
22343,PARTY PIZZA DISH RED WHITE SPOT,0.8278947368421051
22344,PARTY PIZZA DISH PINK+WHITE SPOT,0.8374436090225563
22345,PARTY PIZZA DISH BLUE+WHITE SPOT,0.8038931297709924
22346,PARTY PIZZA DISH GREEN+WHITE SPOT,0.8138461538461539
22347,PIZZA SLICE DISH,1.6625217391304348
22348,TEA BAG PLATE RED SPOTTY,1.0696212896622312
22349,"DOG BOWL , CHASING BALL DESIGN",4.137282321899736
22350,CAT BOWL,3.074642857142857
22351,DOTCOMGIFTSHOP TEA TOWEL,2.766666666666667
22352,LUNCHBOX WITH CUTLERY RETROSPOT,3.1244385964912276
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES,3.140257936507936
22354,RETRO SPOT PADDED SEAT CUSHION,4.2413684210526315
22355,"CHARLOTTE BAG , SUKI DESIGN",1.1551093662366798
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",1.1520664206642066
22357,KINGS CHOICE BISCUIT TIN,5.089854166666667
22358,KINGS CHOICE TEA CADDY,3.8530497592295347
22359,GLASS JAR KINGS CHOICE,3.5806481481481485
22360,"GLASS JAR, ENGLISH CONFECTIONERY",3.7016309012875537
22361,GLASS JAR DAISY FRESH COTTON WOOL,4.189943074003795
22362,GLASS JAR PEACOCK BATH SALTS,3.7802255639097746
22363,GLASS JAR MARMALADE,3.5910810810810814
22364,GLASS JAR DIGESTIVE BISCUITS,3.840592991913747
22365,DOORMAT RESPECTABLE HOUSE,8.916067415730337
22366,DOORMAT AIRMAIL,9.046293706293707
22367,CHILDS APRON SPACEBOY DESIGN,2.248730834752981
22371,AIRLINE BAG VINTAGE TOKYO 78,5.343771428571428
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,5.334295532646048
22374,AIRLINE BAG VINTAGE JET SET RED,5.324816513761467
22375,AIRLINE BAG VINTAGE JET SET BROWN,5.487386759581881
22376,AIRLINE BAG VINTAGE JET SET WHITE,5.216546184738956
22377,BOTTLE BAG RETROSPOT,2.4675963718820864
22378,WALL TIDY RETROSPOT,2.855732368896926
22379,RECYCLING BAG RETROSPOT,2.895581395348837
22380,TOY TIDY SPACEBOY,2.4606160458452724
22381,TOY TIDY PINK RETROSPOT,2.7217305976806423
22382,LUNCHBAG SPACEBOY DESIGN,1.8933424532603738
22383,LUNCHBAG SUKI  DESIGN,2.0706523500810374
22384,LUNCHBAG PINK RETROSPOT,1.9395167970547629
22385,JUMBO BAG SPACEBOY DESIGN,2.434870180959874
22386,JUMBO BAG PINK WITH WHITE SPOTS,2.40821272885789
22389,PAPERWEIGHT SAVE THE PLANET,2.5370967741935484
