StockCode,Forecast_Demand,Safety_Stock,Reorder_Point,Inventory_Position,Reorder_Quantity,Risk_Category,Risk_Action,Current_Stock_Value_GBP,Reorder_Capital_Required_GBP,Excess_Capital_Tied_Up_GBP,Lead_Time_Weeks
47503A,97.75,129.0,324.5,193.0,198.0,HIGH STOCKOUT RISK,REORDER NOW,122.58366336633664,125.75940594059406,0.0,2
21833,97.25,157.0,351.5,214.0,175.0,HIGH STOCKOUT RISK,REORDER NOW,436.69169230769234,357.10769230769233,0.0,2
21912,97.0,98.0,292.0,204.0,184.0,HIGH STOCKOUT RISK,REORDER NOW,953.9044897959184,860.3844417767108,0.0,2
85038,96.25,103.0,295.5,209.0,176.0,HIGH STOCKOUT RISK,REORDER NOW,520.8343654822335,438.59736040609135,0.0,2
85034B,95.25,84.0,274.5,83.0,298.0,HIGH STOCKOUT RISK,REORDER NOW,273.52272727272725,982.0454545454544,0.0,2
22568,94.75,151.0,340.5,181.0,198.0,HIGH STOCKOUT RISK,REORDER NOW,752.3729729729729,823.0378378378377,0.0,2
21704,94.25,662.0,850.5,684.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,666.4232013769362,0.0,0.0,2
21484,93.75,160.0,347.5,262.0,113.0,HIGH STOCKOUT RISK,REORDER NOW,1196.791558589306,516.1734584755404,0.0,2
22708,93.75,263.0,450.5,262.0,113.0,HIGH STOCKOUT RISK,REORDER NOW,109.647,47.2905,0.0,2
51014C,93.5,140.0,327.0,214.0,160.0,HIGH STOCKOUT RISK,REORDER NOW,175.94419117647058,131.5470588235294,0.0,2
20711,93.0,323.0,509.0,386.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,1048.6863917525773,0.0,0.0,2
85048,93.0,122.0,308.0,283.0,89.0,HIGH STOCKOUT RISK,REORDER NOW,2554.80229020979,803.4537237762238,0.0,2
21620,92.5,65.0,250.0,151.0,219.0,HIGH STOCKOUT RISK,REORDER NOW,383.1028947368421,555.626052631579,0.0,2
22753,92.5,95.0,280.0,274.0,96.0,HIGH STOCKOUT RISK,REORDER NOW,260.68666666666667,91.33547445255472,0.0,2
22653,91.5,130.0,313.0,190.0,176.0,HIGH STOCKOUT RISK,REORDER NOW,387.85463917525766,359.27587628865973,0.0,2
85194S,91.25,74.0,256.5,143.0,222.0,HIGH STOCKOUT RISK,REORDER NOW,111.09838235294116,172.47441176470588,0.0,2
21616,91.0,75.0,257.0,162.0,202.0,HIGH STOCKOUT RISK,REORDER NOW,399.48704081632656,498.1258163265306,0.0,2
21107,90.0,102.0,282.0,204.0,156.0,HIGH STOCKOUT RISK,REORDER NOW,743.447238095238,568.5184761904761,0.0,2
85172,88.0,158.0,334.0,166.0,186.0,HIGH STOCKOUT RISK,REORDER NOW,198.1559748427673,222.03018867924533,0.0,2
16161P,87.5,224.0,399.0,352.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,147.47283446712018,0.0,0.0,2
22704,87.5,200.0,375.0,331.0,19.0,HIGH STOCKOUT RISK,REORDER NOW,138.663367003367,7.959528619528619,0.0,2
22617,87.25,120.0,294.5,249.0,100.0,HIGH STOCKOUT RISK,REORDER NOW,1313.5498226600987,527.5300492610838,0.0,2
82580,87.25,239.0,413.5,302.0,47.0,HIGH STOCKOUT RISK,REORDER NOW,230.48737849779087,35.87055228276878,0.0,2
22739,86.5,218.0,391.0,317.0,29.0,HIGH STOCKOUT RISK,REORDER NOW,698.6804926108375,63.91714285714286,0.0,2
22295,86.25,200.0,372.5,314.0,31.0,HIGH STOCKOUT RISK,REORDER NOW,574.6243131868132,56.73042582417583,0.0,2
21411,85.75,63.0,234.5,58.0,285.0,HIGH STOCKOUT RISK,REORDER NOW,282.31041139240506,1387.2149525316456,0.0,2
22187,85.5,114.0,285.0,139.0,203.0,HIGH STOCKOUT RISK,REORDER NOW,603.6623684210526,881.6076315789473,0.0,2
21918,85.25,405.0,575.5,457.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,238.1629353233831,0.0,0.0,2
21588,85.0,131.0,301.0,109.0,231.0,HIGH STOCKOUT RISK,REORDER NOW,275.0943493150684,582.9981164383561,0.0,2
84012,84.0,89.0,257.0,246.0,90.0,HIGH STOCKOUT RISK,REORDER NOW,423.2423204419889,154.84475138121545,0.0,2
22134,83.25,126.0,292.5,169.0,164.0,HIGH STOCKOUT RISK,REORDER NOW,107.63046666666668,104.44613333333334,0.0,2
22208,82.75,68.0,233.5,203.0,128.0,HIGH STOCKOUT RISK,REORDER NOW,315.8387387387387,199.14954954954956,0.0,2
22814,82.25,82.0,246.5,161.0,168.0,HIGH STOCKOUT RISK,REORDER NOW,81.16583050847457,84.69477966101695,0.0,2
22109,82.0,89.0,253.0,80.0,248.0,HIGH STOCKOUT RISK,REORDER NOW,407.4110944527736,1262.9743928035982,0.0,2
22459,82.0,109.0,273.0,162.0,166.0,HIGH STOCKOUT RISK,REORDER NOW,467.7889655172413,479.3393103448275,0.0,2
22811,82.0,86.0,250.0,76.0,252.0,HIGH STOCKOUT RISK,REORDER NOW,304.26225352112675,1008.8695774647888,0.0,2
21871,81.5,336.0,499.0,398.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,684.3686066584463,0.0,0.0,2
22046,81.25,132.0,294.5,189.0,136.0,HIGH STOCKOUT RISK,REORDER NOW,79.092,56.9127619047619,0.0,2
22047,81.25,203.0,365.5,261.0,64.0,HIGH STOCKOUT RISK,REORDER NOW,109.00704545454543,26.729696969696967,0.0,2
47021G,81.0,92.0,254.0,179.0,145.0,HIGH STOCKOUT RISK,REORDER NOW,393.72436619718303,318.9387323943661,0.0,2
72802B,81.0,75.0,237.0,78.0,246.0,HIGH STOCKOUT RISK,REORDER NOW,340.1010810810811,1072.6264864864863,0.0,2
22174,80.25,256.0,416.5,318.0,3.0,HIGH STOCKOUT RISK,REORDER NOW,800.6084656084656,7.552910052910052,0.0,2
22491,80.25,248.0,408.5,306.0,15.0,HIGH STOCKOUT RISK,REORDER NOW,274.03145728643216,13.432914572864322,0.0,2
22661,80.25,198.0,358.5,220.0,101.0,HIGH STOCKOUT RISK,REORDER NOW,210.5236024844721,96.64947204968944,0.0,2
22421,80.0,157.0,317.0,195.0,125.0,HIGH STOCKOUT RISK,REORDER NOW,114.5497624703088,73.4293349168646,0.0,2
22798,78.75,88.0,245.5,106.0,209.0,HIGH STOCKOUT RISK,REORDER NOW,390.6015873015873,770.1484126984127,0.0,2
22398,78.25,105.0,261.5,119.0,194.0,HIGH STOCKOUT RISK,REORDER NOW,121.03157657657655,197.311981981982,0.0,2
22082,77.75,136.0,291.5,204.0,107.0,HIGH STOCKOUT RISK,REORDER NOW,385.7827346938776,202.34682653061225,0.0,2
47559B,77.75,91.0,246.5,149.0,162.0,HIGH STOCKOUT RISK,REORDER NOW,209.58294281729428,227.86870292887028,0.0,2
21318,77.5,93.0,248.0,89.0,221.0,HIGH STOCKOUT RISK,REORDER NOW,139.00792452830188,345.17698113207547,0.0,2
17091J,77.25,130.0,284.5,189.0,120.0,HIGH STOCKOUT RISK,REORDER NOW,169.38737704918032,107.54754098360657,0.0,2
21014,76.75,128.0,281.5,134.0,173.0,HIGH STOCKOUT RISK,REORDER NOW,107.8665641025641,139.2605641025641,0.0,2
21122,76.75,244.0,397.5,248.0,59.0,HIGH STOCKOUT RISK,REORDER NOW,332.762964763062,79.16538274605102,0.0,2
21109,76.5,89.0,242.0,145.0,161.0,HIGH STOCKOUT RISK,REORDER NOW,966.2850877192984,1072.909649122807,0.0,2
21586,76.5,120.0,273.0,119.0,187.0,HIGH STOCKOUT RISK,REORDER NOW,299.347379032258,470.40302419354833,0.0,2
85132B,76.5,74.0,227.0,203.0,103.0,HIGH STOCKOUT RISK,REORDER NOW,1011.5620967741934,513.2556451612903,0.0,2
21934,76.25,138.0,290.5,266.0,39.0,HIGH STOCKOUT RISK,REORDER NOW,583.9119615912208,85.61115226337448,0.0,2
22994,75.0,84.0,234.0,118.0,182.0,HIGH STOCKOUT RISK,REORDER NOW,61.99982222222222,95.62684444444444,0.0,2
22730,74.75,119.0,268.5,268.0,31.0,HIGH STOCKOUT RISK,REORDER NOW,1175.427627785059,135.96364351245086,0.0,2
22055,74.25,110.0,258.5,231.0,66.0,HIGH STOCKOUT RISK,REORDER NOW,496.5655613577024,141.87587467362923,0.0,2
84006,74.0,71.0,219.0,64.0,232.0,HIGH STOCKOUT RISK,REORDER NOW,70.77084112149532,256.54429906542055,0.0,2
21242,73.75,135.0,282.5,204.0,91.0,HIGH STOCKOUT RISK,REORDER NOW,406.2487951807229,181.2188253012048,0.0,2
85053,73.75,66.0,213.5,199.0,96.0,HIGH STOCKOUT RISK,REORDER NOW,516.213940149626,249.02783042394017,0.0,2
22744,73.5,68.0,215.0,184.0,110.0,HIGH STOCKOUT RISK,REORDER NOW,591.0091909385113,353.32071197411,0.0,2
22097,73.25,123.0,269.5,109.0,184.0,HIGH STOCKOUT RISK,REORDER NOW,107.37146245059289,181.2509090909091,0.0,2
22742,73.0,66.0,212.0,134.0,158.0,HIGH STOCKOUT RISK,REORDER NOW,414.1918032786885,488.3754098360656,0.0,2
22110,72.5,97.0,242.0,144.0,146.0,HIGH STOCKOUT RISK,REORDER NOW,552.8258555133079,560.5039923954373,0.0,2
16011,72.25,114.0,258.5,166.0,123.0,HIGH STOCKOUT RISK,REORDER NOW,34.78654867256637,25.775575221238935,0.0,2
22436,71.25,180.0,322.5,230.0,55.0,HIGH STOCKOUT RISK,REORDER NOW,157.32154882154884,37.62037037037037,0.0,2
85132C,71.25,93.0,235.5,126.0,159.0,HIGH STOCKOUT RISK,REORDER NOW,624.6256310679611,788.2180582524271,0.0,2
22900,70.5,233.0,374.0,337.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,1238.7681407702523,0.0,0.0,2
84596E,70.25,58.0,198.5,50.0,231.0,HIGH STOCKOUT RISK,REORDER NOW,62.136585365853655,287.0710243902439,0.0,2
85034A,70.25,71.0,211.5,77.0,204.0,HIGH STOCKOUT RISK,REORDER NOW,299.3728571428572,793.1436734693877,0.0,2
20749,70.0,72.0,212.0,122.0,158.0,HIGH STOCKOUT RISK,REORDER NOW,986.6812564102564,1277.8331025641023,0.0,2
20981,70.0,100.0,240.0,122.0,158.0,HIGH STOCKOUT RISK,REORDER NOW,117.29061302681993,151.9009578544061,0.0,2
22970,70.0,221.0,361.0,251.0,29.0,HIGH STOCKOUT RISK,REORDER NOW,683.8113043478261,79.00608695652174,0.0,2
22743,69.5,61.0,200.0,172.0,106.0,HIGH STOCKOUT RISK,REORDER NOW,614.624512534819,378.7802228412256,0.0,2
21619,69.0,84.0,222.0,178.0,98.0,HIGH STOCKOUT RISK,REORDER NOW,427.7014084507042,235.47605633802817,0.0,2
21403,68.5,90.0,227.0,117.0,157.0,HIGH STOCKOUT RISK,REORDER NOW,39.10184713375797,52.47,0.0,2
22531,68.5,341.0,478.0,463.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,224.7296107055961,0.0,0.0,2
85032D,68.5,74.0,211.0,199.0,75.0,HIGH STOCKOUT RISK,REORDER NOW,277.2291111111111,104.48333333333332,0.0,2
21990,67.75,78.0,213.5,125.0,146.0,HIGH STOCKOUT RISK,REORDER NOW,282.9740518962076,330.5136926147705,0.0,2
22306,67.75,93.0,228.5,194.0,77.0,HIGH STOCKOUT RISK,REORDER NOW,389.5037869822485,154.59686390532545,0.0,2
22393,67.75,71.0,206.5,107.0,164.0,HIGH STOCKOUT RISK,REORDER NOW,306.00260162601626,469.0133333333333,0.0,2
22435,67.75,111.0,246.5,142.0,129.0,HIGH STOCKOUT RISK,REORDER NOW,202.42087114337568,183.8893829401089,0.0,2
22695,67.5,69.0,204.0,90.0,180.0,HIGH STOCKOUT RISK,REORDER NOW,153.83739130434782,307.67478260869564,0.0,2
22066,67.25,116.0,250.5,124.0,145.0,HIGH STOCKOUT RISK,REORDER NOW,142.81830985915497,167.00528169014086,0.0,2
22997,67.25,78.0,212.5,105.0,164.0,HIGH STOCKOUT RISK,REORDER NOW,51.52727272727273,80.48069264069264,0.0,2
21033,67.0,240.0,374.0,316.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,1054.0496,0.0,0.0,2
21241,67.0,90.0,224.0,218.0,50.0,HIGH STOCKOUT RISK,REORDER NOW,213.90625954198472,49.06106870229007,0.0,2
22090,67.0,266.0,400.0,314.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,1151.923140877598,0.0,0.0,2
22195,67.0,103.0,237.0,117.0,151.0,HIGH STOCKOUT RISK,REORDER NOW,262.5203377563329,338.8082991556091,0.0,2
22268,67.0,108.0,242.0,129.0,139.0,HIGH STOCKOUT RISK,REORDER NOW,107.11607142857144,115.41964285714286,0.0,2
22771,67.0,161.0,295.0,208.0,60.0,HIGH STOCKOUT RISK,REORDER NOW,319.9389312977099,92.29007633587786,0.0,2
21650,65.5,130.0,261.0,252.0,10.0,HIGH STOCKOUT RISK,REORDER NOW,166.70583732057415,6.615311004784688,0.0,2
21012,65.25,106.0,236.5,122.0,139.0,HIGH STOCKOUT RISK,REORDER NOW,284.42105610561055,324.05349834983497,0.0,2
21285,65.25,78.0,208.5,105.0,156.0,HIGH STOCKOUT RISK,REORDER NOW,241.0058823529412,358.0658823529412,0.0,2
22420,65.25,89.0,219.5,80.0,181.0,HIGH STOCKOUT RISK,REORDER NOW,46.78838174273858,105.85871369294604,0.0,2
20963,65.0,100.0,230.0,146.0,114.0,HIGH STOCKOUT RISK,REORDER NOW,257.2287984496124,200.84988372093025,0.0,2
20979,65.0,157.0,287.0,281.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,437.6822493224932,0.0,0.0,2
84030E,64.25,92.0,220.5,120.0,137.0,HIGH STOCKOUT RISK,REORDER NOW,583.4093306288033,666.0589858012171,0.0,2
85132A,64.25,76.0,204.5,186.0,71.0,HIGH STOCKOUT RISK,REORDER NOW,1229.9268235294116,469.4881960784314,0.0,2
21034,63.0,60.0,186.0,159.0,93.0,HIGH STOCKOUT RISK,REORDER NOW,151.04999999999998,88.35,0.0,2
21744,63.0,52.0,178.0,98.0,154.0,HIGH STOCKOUT RISK,REORDER NOW,311.4554260089686,489.42995515695065,0.0,2
22898,63.0,97.0,223.0,203.0,49.0,HIGH STOCKOUT RISK,REORDER NOW,499.11018987341777,120.47487341772153,0.0,2
22156,62.75,136.0,261.5,161.0,90.0,HIGH STOCKOUT RISK,REORDER NOW,171.66592592592593,95.96231884057973,0.0,2
20801,62.5,98.0,223.0,171.0,79.0,HIGH STOCKOUT RISK,REORDER NOW,373.2476923076923,172.43606837606836,0.0,2
22346,62.5,107.0,232.0,152.0,98.0,HIGH STOCKOUT RISK,REORDER NOW,123.7046153846154,79.75692307692309,0.0,2
22711,62.5,149.0,274.0,203.0,47.0,HIGH STOCKOUT RISK,REORDER NOW,85.08251366120219,19.69890710382513,0.0,2
82486,62.0,66.0,190.0,84.0,164.0,HIGH STOCKOUT RISK,REORDER NOW,723.9822522522522,1413.4891591591593,0.0,2
85035C,62.0,119.0,243.0,206.0,42.0,HIGH STOCKOUT RISK,REORDER NOW,661.0378431372549,134.77470588235295,0.0,2
84508A,61.75,252.0,375.5,241.0,6.0,HIGH STOCKOUT RISK,REORDER NOW,604.6087499999999,15.052499999999998,0.0,2
20676,61.5,176.0,299.0,282.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,435.8889746192893,0.0,0.0,2
21615,61.5,75.0,198.0,78.0,168.0,HIGH STOCKOUT RISK,REORDER NOW,183.3272093023256,394.8586046511628,0.0,2
22344,61.0,103.0,225.0,183.0,61.0,HIGH STOCKOUT RISK,REORDER NOW,153.2521804511278,51.08406015037593,0.0,2
84691,60.5,155.0,276.0,214.0,28.0,HIGH STOCKOUT RISK,REORDER NOW,219.1395815899581,28.672468619246857,0.0,2
21617,60.25,41.0,161.5,86.0,155.0,HIGH STOCKOUT RISK,REORDER NOW,253.31,456.5470930232559,0.0,2
22061,60.25,69.0,189.5,60.0,181.0,HIGH STOCKOUT RISK,REORDER NOW,663.0861538461538,2000.3098974358973,0.0,2
21111,59.75,73.0,192.5,174.0,65.0,HIGH STOCKOUT RISK,REORDER NOW,608.4492660550459,227.29426605504588,0.0,2
22107,59.75,36.0,155.5,61.0,178.0,HIGH STOCKOUT RISK,REORDER NOW,280.7521038961039,819.2438441558442,0.0,2
22725,59.75,70.0,189.5,89.0,150.0,HIGH STOCKOUT RISK,REORDER NOW,418.11795454545455,704.6931818181819,0.0,2
21916,59.0,305.0,423.0,421.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,217.54742465753424,0.0,0.0,2
22074,59.0,109.0,227.0,209.0,27.0,HIGH STOCKOUT RISK,REORDER NOW,317.6871575342465,41.04092465753424,0.0,2
22940,58.75,173.0,290.5,234.0,1.0,HIGH STOCKOUT RISK,REORDER NOW,1058.60826446281,4.5239669421487605,0.0,2
72799E,58.75,84.0,201.5,192.0,43.0,HIGH STOCKOUT RISK,REORDER NOW,564.768,126.4845,0.0,2
22736,58.25,133.0,249.5,229.0,4.0,HIGH STOCKOUT RISK,REORDER NOW,507.759448441247,8.86916067146283,0.0,2
48187,58.25,234.0,350.5,274.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,2210.198697674419,0.0,0.0,2
20961,57.0,110.0,224.0,107.0,121.0,HIGH STOCKOUT RISK,REORDER NOW,182.51319230769232,206.39342307692309,0.0,2
22547,56.75,80.0,193.5,150.0,77.0,HIGH STOCKOUT RISK,REORDER NOW,88.81088082901553,45.589585492227975,0.0,2
20868,56.25,109.0,221.5,139.0,86.0,HIGH STOCKOUT RISK,REORDER NOW,128.07577464788733,79.24112676056339,0.0,2
22584,56.0,152.0,264.0,146.0,78.0,HIGH STOCKOUT RISK,REORDER NOW,417.3580333333333,222.9721,0.0,2
22756,55.5,59.0,170.0,65.0,157.0,HIGH STOCKOUT RISK,REORDER NOW,91.16774193548387,220.2051612903226,0.0,2
85036C,55.5,70.0,181.0,98.0,124.0,HIGH STOCKOUT RISK,REORDER NOW,295.3091044776119,373.6564179104478,0.0,2
20677,55.25,136.0,246.5,159.0,62.0,HIGH STOCKOUT RISK,REORDER NOW,251.38888601036268,98.0258549222798,0.0,2
22493,55.0,188.0,298.0,156.0,64.0,HIGH STOCKOUT RISK,REORDER NOW,285.6660550458716,117.19633027522936,0.0,2
22999,54.25,172.0,280.5,174.0,43.0,HIGH STOCKOUT RISK,REORDER NOW,83.84960352422907,20.72145374449339,0.0,2
72598,54.25,53.0,161.5,127.0,90.0,HIGH STOCKOUT RISK,REORDER NOW,149.49154320987654,105.9388888888889,0.0,2
22906,54.0,147.0,255.0,249.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,495.9098929336188,0.0,0.0,2
22131,53.5,152.0,259.0,247.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,629.1694545454545,0.0,0.0,2
22072,53.25,64.0,170.5,61.0,152.0,HIGH STOCKOUT RISK,REORDER NOW,268.3622909090909,668.7060363636364,0.0,2
21523,53.0,229.0,335.0,205.0,7.0,HIGH STOCKOUT RISK,REORDER NOW,1824.9678952042627,62.31597690941385,0.0,2
22063,52.5,79.0,184.0,109.0,101.0,HIGH STOCKOUT RISK,REORDER NOW,395.1787733333333,366.17482666666666,0.0,2
21754,52.0,93.0,197.0,121.0,87.0,HIGH STOCKOUT RISK,REORDER NOW,796.3735310868533,572.599150450878,0.0,2
23126,52.0,55.0,159.0,101.0,107.0,HIGH STOCKOUT RISK,REORDER NOW,542.0288294314382,574.2285618729098,0.0,2
21218,51.75,95.0,198.5,120.0,87.0,HIGH STOCKOUT RISK,REORDER NOW,625.8393972012917,453.7335629709365,0.0,2
22115,51.75,104.0,207.5,203.0,4.0,HIGH STOCKOUT RISK,REORDER NOW,664.6558333333334,13.096666666666668,0.0,2
21329,51.5,49.0,152.0,128.0,78.0,HIGH STOCKOUT RISK,REORDER NOW,270.1254706927176,164.60770870337475,0.0,2
22091,51.25,127.0,229.5,160.0,45.0,HIGH STOCKOUT RISK,REORDER NOW,201.5951219512195,56.69862804878049,0.0,2
22587,51.25,74.0,176.5,93.0,112.0,HIGH STOCKOUT RISK,REORDER NOW,93.45322784810124,112.54582278481011,0.0,2
22311,51.0,112.0,214.0,199.0,5.0,HIGH STOCKOUT RISK,REORDER NOW,903.186862745098,22.693137254901963,0.0,2
22905,51.0,70.0,172.0,154.0,50.0,HIGH STOCKOUT RISK,REORDER NOW,456.3138461538462,148.15384615384616,0.0,2
21618,50.75,38.0,139.5,98.0,105.0,HIGH STOCKOUT RISK,REORDER NOW,285.4350684931507,305.8232876712329,0.0,2
22227,50.75,97.0,198.5,151.0,52.0,HIGH STOCKOUT RISK,REORDER NOW,134.27055223880598,46.23886567164179,0.0,2
22721,50.75,53.0,154.5,79.0,124.0,HIGH STOCKOUT RISK,REORDER NOW,426.30573825503353,669.1381208053691,0.0,2
22817,50.5,94.0,195.0,114.0,88.0,HIGH STOCKOUT RISK,REORDER NOW,56.5343661971831,43.64056338028169,0.0,2
84817,50.5,122.0,223.0,157.0,45.0,HIGH STOCKOUT RISK,REORDER NOW,261.77494252873566,75.03103448275863,0.0,2
85227,50.5,102.0,203.0,111.0,91.0,HIGH STOCKOUT RISK,REORDER NOW,123.26586433260395,101.05579868708972,0.0,2
22163,50.25,67.0,167.5,161.0,40.0,HIGH STOCKOUT RISK,REORDER NOW,373.6444444444445,92.83091787439616,0.0,2
22562,50.25,219.0,319.5,266.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,352.0133838383838,0.0,0.0,2
47504H,50.25,69.0,169.5,135.0,66.0,HIGH STOCKOUT RISK,REORDER NOW,286.5542553191489,140.09319148936171,0.0,2
22216,49.0,69.0,167.0,66.0,130.0,HIGH STOCKOUT RISK,REORDER NOW,70.58213114754098,139.02540983606556,0.0,2
22098,48.75,135.0,232.5,208.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,256.8927607361963,0.0,0.0,2
85066,48.5,71.0,168.0,76.0,118.0,HIGH STOCKOUT RISK,REORDER NOW,1063.5274849094567,1651.2663581488932,0.0,2
16012,48.25,126.0,222.5,180.0,13.0,HIGH STOCKOUT RISK,REORDER NOW,37.69285714285714,2.7222619047619045,0.0,2
21813,48.0,43.0,139.0,112.0,80.0,HIGH STOCKOUT RISK,REORDER NOW,610.3292631578948,435.9494736842106,0.0,2
16016,47.5,107.0,202.0,183.0,7.0,HIGH STOCKOUT RISK,REORDER NOW,153.7545283018868,5.881320754716981,0.0,2
22529,46.75,123.0,216.5,161.0,26.0,HIGH STOCKOUT RISK,REORDER NOW,73.44076923076923,11.86,0.0,2
16258A,46.5,77.0,170.0,69.0,117.0,HIGH STOCKOUT RISK,REORDER NOW,36.03923076923077,61.11000000000001,0.0,2
21669,46.5,205.0,298.0,267.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,417.6849158653846,0.0,0.0,2
84660C,46.5,81.0,174.0,173.0,13.0,HIGH STOCKOUT RISK,REORDER NOW,629.2722352941176,47.28635294117647,0.0,2
22971,46.25,120.0,212.5,179.0,6.0,HIGH STOCKOUT RISK,REORDER NOW,496.67688172043006,16.648387096774194,0.0,2
21115,46.0,44.0,136.0,38.0,146.0,HIGH STOCKOUT RISK,REORDER NOW,294.035069124424,1129.713686635945,0.0,2
22068,46.0,40.0,132.0,48.0,136.0,HIGH STOCKOUT RISK,REORDER NOW,107.70960854092525,305.1772241992882,0.0,2
22654,45.75,82.0,173.5,132.0,51.0,HIGH STOCKOUT RISK,REORDER NOW,963.3936842105264,372.2202870813397,0.0,2
22566,45.5,208.0,299.0,173.0,9.0,HIGH STOCKOUT RISK,REORDER NOW,170.9663907284768,8.894205298013244,0.0,2
16219,45.25,255.0,345.5,276.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,152.31348837209302,0.0,0.0,2
21155,45.0,182.0,272.0,214.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,604.9957442557443,0.0,0.0,2
21770,44.5,218.0,307.0,202.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,1097.19256097561,0.0,0.0,2
22371,44.5,36.0,125.0,39.0,139.0,HIGH STOCKOUT RISK,REORDER NOW,208.4070857142857,742.7842285714286,0.0,2
20682,44.25,56.0,144.5,97.0,80.0,HIGH STOCKOUT RISK,REORDER NOW,372.1867810457516,306.9581699346405,0.0,2
79067,44.25,59.0,147.5,80.0,97.0,HIGH STOCKOUT RISK,REORDER NOW,393.05024630541874,476.5734236453202,0.0,2
16238,44.0,58.0,146.0,82.0,94.0,HIGH STOCKOUT RISK,REORDER NOW,25.392320675105484,29.108270042194093,0.0,2
22546,44.0,237.0,325.0,209.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,107.89196721311475,0.0,0.0,2
21162,43.75,116.0,203.5,139.0,36.0,HIGH STOCKOUT RISK,REORDER NOW,176.8522491349481,45.80346020761246,0.0,2
22179,43.5,42.0,129.0,86.0,88.0,HIGH STOCKOUT RISK,REORDER NOW,722.9486206896551,739.7613793103448,0.0,2
85061W,43.25,195.0,281.5,252.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,271.80813141683774,0.0,0.0,2
23182,43.0,118.0,204.0,181.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,275.2916027088036,0.0,0.0,2
22327,42.5,66.0,151.0,84.0,86.0,HIGH STOCKOUT RISK,REORDER NOW,318.192,325.76800000000003,0.0,2
85025C,42.5,47.0,132.0,74.0,96.0,HIGH STOCKOUT RISK,REORDER NOW,151.43984375,196.4625,0.0,2
22481,42.25,41.0,125.5,88.0,81.0,HIGH STOCKOUT RISK,REORDER NOW,102.14285714285715,94.01785714285715,0.0,2
20750,42.0,50.0,134.0,70.0,98.0,HIGH STOCKOUT RISK,REORDER NOW,567.5187432286024,794.5262405200433,0.0,2
17012D,41.75,38.0,121.5,53.0,114.0,HIGH STOCKOUT RISK,REORDER NOW,103.09413793103448,221.74965517241375,0.0,2
21397,41.75,162.0,245.5,129.0,38.0,HIGH STOCKOUT RISK,REORDER NOW,212.64331491712707,62.63911602209945,0.0,2
22312,41.75,54.0,137.5,114.0,53.0,HIGH STOCKOUT RISK,REORDER NOW,488.2184727272728,226.97876363636365,0.0,2
21192,41.5,119.0,202.0,128.0,38.0,HIGH STOCKOUT RISK,REORDER NOW,300.8286995515695,89.3085201793722,0.0,2
22079,41.5,105.0,188.0,173.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,334.367928057554,0.0,0.0,2
85194L,41.5,123.0,206.0,189.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,196.79625,0.0,0.0,2
15056BL,40.75,390.0,471.5,300.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,1872.7661748013625,0.0,0.0,2
21286,40.75,82.0,163.5,122.0,41.0,HIGH STOCKOUT RISK,REORDER NOW,354.91235294117644,119.27382352941174,0.0,2
22520,40.75,104.0,185.5,184.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,170.3801058201058,0.0,0.0,2
82552,40.5,178.0,259.0,241.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,372.5325778331258,0.0,0.0,2
22664,40.25,58.0,138.5,99.0,62.0,HIGH STOCKOUT RISK,REORDER NOW,272.65115241635687,170.75122676579926,0.0,2
22723,40.25,61.0,141.5,120.0,41.0,HIGH STOCKOUT RISK,REORDER NOW,515.864,176.25353333333334,0.0,2
22956,40.25,138.0,218.5,133.0,28.0,HIGH STOCKOUT RISK,REORDER NOW,292.3957677902622,61.55700374531836,0.0,2
22069,39.75,30.0,109.5,51.0,108.0,HIGH STOCKOUT RISK,REORDER NOW,151.1609665427509,320.10557620817843,0.0,2
16225,39.5,126.0,205.0,203.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,316.6433132530121,0.0,0.0,2
