Date,Year,Month,MonthName,Quarter,WeekOfYear,DayOfWeek
2011-02-23 07:45:00,2011,2,February,Q1,8,Wednesday
2011-02-24 07:45:00,2011,2,February,Q1,8,Thursday
2011-02-25 07:45:00,2011,2,February,Q1,8,Friday
2011-02-26 07:45:00,2011,2,February,Q1,8,Saturday
2011-02-27 07:45:00,2011,2,February,Q1,8,Sunday
2011-02-28 07:45:00,2011,2,February,Q1,9,Monday
2011-03-01 07:45:00,2011,3,March,Q1,9,Tuesday
2011-03-02 07:45:00,2011,3,March,Q1,9,Wednesday
2011-03-03 07:45:00,2011,3,March,Q1,9,Thursday
2011-03-04 07:45:00,2011,3,March,Q1,9,Friday
2011-03-05 07:45:00,2011,3,March,Q1,9,Saturday
2011-03-06 07:45:00,2011,3,March,Q1,9,Sunday
2011-03-07 07:45:00,2011,3,March,Q1,10,Monday
2011-03-08 07:45:00,2011,3,March,Q1,10,Tuesday
2011-03-09 07:45:00,2011,3,March,Q1,10,Wednesday
2011-03-10 07:45:00,2011,3,March,Q1,10,Thursday
2011-03-11 07:45:00,2011,3,March,Q1,10,Friday
2011-03-12 07:45:00,2011,3,March,Q1,10,Saturday
2011-03-13 07:45:00,2011,3,March,Q1,10,Sunday
2011-03-14 07:45:00,2011,3,March,Q1,11,Monday
2011-03-15 07:45:00,2011,3,March,Q1,11,Tuesday
2011-03-16 07:45:00,2011,3,March,Q1,11,Wednesday
2011-03-17 07:45:00,2011,3,March,Q1,11,Thursday
2011-03-18 07:45:00,2011,3,March,Q1,11,Friday
2011-03-19 07:45:00,2011,3,March,Q1,11,Saturday
2011-03-20 07:45:00,2011,3,March,Q1,11,Sunday
2011-03-21 07:45:00,2011,3,March,Q1,12,Monday
2011-03-22 07:45:00,2011,3,March,Q1,12,Tuesday
2011-03-23 07:45:00,2011,3,March,Q1,12,Wednesday
2011-03-24 07:45:00,2011,3,March,Q1,12,Thursday
2011-03-25 07:45:00,2011,3,March,Q1,12,Friday
2011-03-26 07:45:00,2011,3,March,Q1,12,Saturday
2011-03-27 07:45:00,2011,3,March,Q1,12,Sunday
2011-03-28 07:45:00,2011,3,March,Q1,13,Monday
2011-03-29 07:45:00,2011,3,March,Q1,13,Tuesday
2011-03-30 07:45:00,2011,3,March,Q1,13,Wednesday
2011-03-31 07:45:00,2011,3,March,Q1,13,Thursday
2011-04-01 07:45:00,2011,4,April,Q2,13,Friday
2011-04-02 07:45:00,2011,4,April,Q2,13,Saturday
2011-04-03 07:45:00,2011,4,April,Q2,13,Sunday
2011-04-04 07:45:00,2011,4,April,Q2,14,Monday
2011-04-05 07:45:00,2011,4,April,Q2,14,Tuesday
2011-04-06 07:45:00,2011,4,April,Q2,14,Wednesday
2011-04-07 07:45:00,2011,4,April,Q2,14,Thursday
2011-04-08 07:45:00,2011,4,April,Q2,14,Friday
2011-04-09 07:45:00,2011,4,April,Q2,14,Saturday
2011-04-10 07:45:00,2011,4,April,Q2,14,Sunday
2011-04-11 07:45:00,2011,4,April,Q2,15,Monday
2011-04-12 07:45:00,2011,4,April,Q2,15,Tuesday
2011-04-13 07:45:00,2011,4,April,Q2,15,Wednesday
2011-04-14 07:45:00,2011,4,April,Q2,15,Thursday
2011-04-15 07:45:00,2011,4,April,Q2,15,Friday
2011-04-16 07:45:00,2011,4,April,Q2,15,Saturday
2011-04-17 07:45:00,2011,4,April,Q2,15,Sunday
2011-04-18 07:45:00,2011,4,April,Q2,16,Monday
2011-04-19 07:45:00,2011,4,April,Q2,16,Tuesday
2011-04-20 07:45:00,2011,4,April,Q2,16,Wednesday
2011-04-21 07:45:00,2011,4,April,Q2,16,Thursday
2011-04-22 07:45:00,2011,4,April,Q2,16,Friday
2011-04-23 07:45:00,2011,4,April,Q2,16,Saturday
2011-04-24 07:45:00,2011,4,April,Q2,16,Sunday
2011-04-25 07:45:00,2011,4,April,Q2,17,Monday
2011-04-26 07:45:00,2011,4,April,Q2,17,Tuesday
2011-04-27 07:45:00,2011,4,April,Q2,17,Wednesday
2011-04-28 07:45:00,2011,4,April,Q2,17,Thursday
2011-04-29 07:45:00,2011,4,April,Q2,17,Friday
2011-04-30 07:45:00,2011,4,April,Q2,17,Saturday
2011-05-01 07:45:00,2011,5,May,Q2,17,Sunday
2011-05-02 07:45:00,2011,5,May,Q2,18,Monday
2011-05-03 07:45:00,2011,5,May,Q2,18,Tuesday
2011-05-04 07:45:00,2011,5,May,Q2,18,Wednesday
2011-05-05 07:45:00,2011,5,May,Q2,18,Thursday
2011-05-06 07:45:00,2011,5,May,Q2,18,Friday
2011-05-07 07:45:00,2011,5,May,Q2,18,Saturday
2011-05-08 07:45:00,2011,5,May,Q2,18,Sunday
2011-05-09 07:45:00,2011,5,May,Q2,19,Monday
2011-05-10 07:45:00,2011,5,May,Q2,19,Tuesday
2011-05-11 07:45:00,2011,5,May,Q2,19,Wednesday
2011-05-12 07:45:00,2011,5,May,Q2,19,Thursday
2011-05-13 07:45:00,2011,5,May,Q2,19,Friday
2011-05-14 07:45:00,2011,5,May,Q2,19,Saturday
2011-05-15 07:45:00,2011,5,May,Q2,19,Sunday
2011-05-16 07:45:00,2011,5,May,Q2,20,Monday
2011-05-17 07:45:00,2011,5,May,Q2,20,Tuesday
2011-05-18 07:45:00,2011,5,May,Q2,20,Wednesday
2011-05-19 07:45:00,2011,5,May,Q2,20,Thursday
2011-05-20 07:45:00,2011,5,May,Q2,20,Friday
2011-05-21 07:45:00,2011,5,May,Q2,20,Saturday
2011-05-22 07:45:00,2011,5,May,Q2,20,Sunday
2011-05-23 07:45:00,2011,5,May,Q2,21,Monday
2011-05-24 07:45:00,2011,5,May,Q2,21,Tuesday
2011-05-25 07:45:00,2011,5,May,Q2,21,Wednesday
2011-05-26 07:45:00,2011,5,May,Q2,21,Thursday
2011-05-27 07:45:00,2011,5,May,Q2,21,Friday
2011-05-28 07:45:00,2011,5,May,Q2,21,Saturday
2011-05-29 07:45:00,2011,5,May,Q2,21,Sunday
2011-05-30 07:45:00,2011,5,May,Q2,22,Monday
2011-05-31 07:45:00,2011,5,May,Q2,22,Tuesday
2011-06-01 07:45:00,2011,6,June,Q2,22,Wednesday
2011-06-02 07:45:00,2011,6,June,Q2,22,Thursday
2011-06-03 07:45:00,2011,6,June,Q2,22,Friday
2011-06-04 07:45:00,2011,6,June,Q2,22,Saturday
2011-06-05 07:45:00,2011,6,June,Q2,22,Sunday
2011-06-06 07:45:00,2011,6,June,Q2,23,Monday
2011-06-07 07:45:00,2011,6,June,Q2,23,Tuesday
2011-06-08 07:45:00,2011,6,June,Q2,23,Wednesday
2011-06-09 07:45:00,2011,6,June,Q2,23,Thursday
2011-06-10 07:45:00,2011,6,June,Q2,23,Friday
2011-06-11 07:45:00,2011,6,June,Q2,23,Saturday
2011-06-12 07:45:00,2011,6,June,Q2,23,Sunday
2011-06-13 07:45:00,2011,6,June,Q2,24,Monday
2011-06-14 07:45:00,2011,6,June,Q2,24,Tuesday
2011-06-15 07:45:00,2011,6,June,Q2,24,Wednesday
2011-06-16 07:45:00,2011,6,June,Q2,24,Thursday
2011-06-17 07:45:00,2011,6,June,Q2,24,Friday
2011-06-18 07:45:00,2011,6,June,Q2,24,Saturday
2011-06-19 07:45:00,2011,6,June,Q2,24,Sunday
2011-06-20 07:45:00,2011,6,June,Q2,25,Monday
2011-06-21 07:45:00,2011,6,June,Q2,25,Tuesday
2011-06-22 07:45:00,2011,6,June,Q2,25,Wednesday
2011-06-23 07:45:00,2011,6,June,Q2,25,Thursday
2011-06-24 07:45:00,2011,6,June,Q2,25,Friday
2011-06-25 07:45:00,2011,6,June,Q2,25,Saturday
2011-06-26 07:45:00,2011,6,June,Q2,25,Sunday
2011-06-27 07:45:00,2011,6,June,Q2,26,Monday
2011-06-28 07:45:00,2011,6,June,Q2,26,Tuesday
2011-06-29 07:45:00,2011,6,June,Q2,26,Wednesday
2011-06-30 07:45:00,2011,6,June,Q2,26,Thursday
2011-07-01 07:45:00,2011,7,July,Q3,26,Friday
2011-07-02 07:45:00,2011,7,July,Q3,26,Saturday
2011-07-03 07:45:00,2011,7,July,Q3,26,Sunday
2011-07-04 07:45:00,2011,7,July,Q3,27,Monday
2011-07-05 07:45:00,2011,7,July,Q3,27,Tuesday
2011-07-06 07:45:00,2011,7,July,Q3,27,Wednesday
2011-07-07 07:45:00,2011,7,July,Q3,27,Thursday
2011-07-08 07:45:00,2011,7,July,Q3,27,Friday
2011-07-09 07:45:00,2011,7,July,Q3,27,Saturday
2011-07-10 07:45:00,2011,7,July,Q3,27,Sunday
2011-07-11 07:45:00,2011,7,July,Q3,28,Monday
2011-07-12 07:45:00,2011,7,July,Q3,28,Tuesday
2011-07-13 07:45:00,2011,7,July,Q3,28,Wednesday
2011-07-14 07:45:00,2011,7,July,Q3,28,Thursday
2011-07-15 07:45:00,2011,7,July,Q3,28,Friday
2011-07-16 07:45:00,2011,7,July,Q3,28,Saturday
2011-07-17 07:45:00,2011,7,July,Q3,28,Sunday
2011-07-18 07:45:00,2011,7,July,Q3,29,Monday
2011-07-19 07:45:00,2011,7,July,Q3,29,Tuesday
2011-07-20 07:45:00,2011,7,July,Q3,29,Wednesday
2011-07-21 07:45:00,2011,7,July,Q3,29,Thursday
2011-07-22 07:45:00,2011,7,July,Q3,29,Friday
2011-07-23 07:45:00,2011,7,July,Q3,29,Saturday
2011-07-24 07:45:00,2011,7,July,Q3,29,Sunday
2011-07-25 07:45:00,2011,7,July,Q3,30,Monday
2011-07-26 07:45:00,2011,7,July,Q3,30,Tuesday
2011-07-27 07:45:00,2011,7,July,Q3,30,Wednesday
2011-07-28 07:45:00,2011,7,July,Q3,30,Thursday
2011-07-29 07:45:00,2011,7,July,Q3,30,Friday
2011-07-30 07:45:00,2011,7,July,Q3,30,Saturday
2011-07-31 07:45:00,2011,7,July,Q3,30,Sunday
2011-08-01 07:45:00,2011,8,August,Q3,31,Monday
2011-08-02 07:45:00,2011,8,August,Q3,31,Tuesday
2011-08-03 07:45:00,2011,8,August,Q3,31,Wednesday
2011-08-04 07:45:00,2011,8,August,Q3,31,Thursday
2011-08-05 07:45:00,2011,8,August,Q3,31,Friday
2011-08-06 07:45:00,2011,8,August,Q3,31,Saturday
2011-08-07 07:45:00,2011,8,August,Q3,31,Sunday
2011-08-08 07:45:00,2011,8,August,Q3,32,Monday
2011-08-09 07:45:00,2011,8,August,Q3,32,Tuesday
2011-08-10 07:45:00,2011,8,August,Q3,32,Wednesday
2011-08-11 07:45:00,2011,8,August,Q3,32,Thursday
2011-08-12 07:45:00,2011,8,August,Q3,32,Friday
2011-08-13 07:45:00,2011,8,August,Q3,32,Saturday
2011-08-14 07:45:00,2011,8,August,Q3,32,Sunday
2011-08-15 07:45:00,2011,8,August,Q3,33,Monday
2011-08-16 07:45:00,2011,8,August,Q3,33,Tuesday
2011-08-17 07:45:00,2011,8,August,Q3,33,Wednesday
2011-08-18 07:45:00,2011,8,August,Q3,33,Thursday
2011-08-19 07:45:00,2011,8,August,Q3,33,Friday
2011-08-20 07:45:00,2011,8,August,Q3,33,Saturday
2011-08-21 07:45:00,2011,8,August,Q3,33,Sunday
2011-08-22 07:45:00,2011,8,August,Q3,34,Monday
2011-08-23 07:45:00,2011,8,August,Q3,34,Tuesday
2011-08-24 07:45:00,2011,8,August,Q3,34,Wednesday
2011-08-25 07:45:00,2011,8,August,Q3,34,Thursday
2011-08-26 07:45:00,2011,8,August,Q3,34,Friday
2011-08-27 07:45:00,2011,8,August,Q3,34,Saturday
2011-08-28 07:45:00,2011,8,August,Q3,34,Sunday
2011-08-29 07:45:00,2011,8,August,Q3,35,Monday
2011-08-30 07:45:00,2011,8,August,Q3,35,Tuesday
2011-08-31 07:45:00,2011,8,August,Q3,35,Wednesday
2011-09-01 07:45:00,2011,9,September,Q3,35,Thursday
2011-09-02 07:45:00,2011,9,September,Q3,35,Friday
2011-09-03 07:45:00,2011,9,September,Q3,35,Saturday
2011-09-04 07:45:00,2011,9,September,Q3,35,Sunday
2011-09-05 07:45:00,2011,9,September,Q3,36,Monday
2011-09-06 07:45:00,2011,9,September,Q3,36,Tuesday
2011-09-07 07:45:00,2011,9,September,Q3,36,Wednesday
2011-09-08 07:45:00,2011,9,September,Q3,36,Thursday
2011-09-09 07:45:00,2011,9,September,Q3,36,Friday
2011-09-10 07:45:00,2011,9,September,Q3,36,Saturday
2011-09-11 07:45:00,2011,9,September,Q3,36,Sunday
2011-09-12 07:45:00,2011,9,September,Q3,37,Monday
2011-09-13 07:45:00,2011,9,September,Q3,37,Tuesday
2011-09-14 07:45:00,2011,9,September,Q3,37,Wednesday
2011-09-15 07:45:00,2011,9,September,Q3,37,Thursday
2011-09-16 07:45:00,2011,9,September,Q3,37,Friday
2011-09-17 07:45:00,2011,9,September,Q3,37,Saturday
2011-09-18 07:45:00,2011,9,September,Q3,37,Sunday
2011-09-19 07:45:00,2011,9,September,Q3,38,Monday
2011-09-20 07:45:00,2011,9,September,Q3,38,Tuesday
2011-09-21 07:45:00,2011,9,September,Q3,38,Wednesday
2011-09-22 07:45:00,2011,9,September,Q3,38,Thursday
2011-09-23 07:45:00,2011,9,September,Q3,38,Friday
2011-09-24 07:45:00,2011,9,September,Q3,38,Saturday
2011-09-25 07:45:00,2011,9,September,Q3,38,Sunday
2011-09-26 07:45:00,2011,9,September,Q3,39,Monday
2011-09-27 07:45:00,2011,9,September,Q3,39,Tuesday
2011-09-28 07:45:00,2011,9,September,Q3,39,Wednesday
2011-09-29 07:45:00,2011,9,September,Q3,39,Thursday
2011-09-30 07:45:00,2011,9,September,Q3,39,Friday
2011-10-01 07:45:00,2011,10,October,Q4,39,Saturday
2011-10-02 07:45:00,2011,10,October,Q4,39,Sunday
2011-10-03 07:45:00,2011,10,October,Q4,40,Monday
2011-10-04 07:45:00,2011,10,October,Q4,40,Tuesday
2011-10-05 07:45:00,2011,10,October,Q4,40,Wednesday
2011-10-06 07:45:00,2011,10,October,Q4,40,Thursday
2011-10-07 07:45:00,2011,10,October,Q4,40,Friday
2011-10-08 07:45:00,2011,10,October,Q4,40,Saturday
2011-10-09 07:45:00,2011,10,October,Q4,40,Sunday
2011-10-10 07:45:00,2011,10,October,Q4,41,Monday
2011-10-11 07:45:00,2011,10,October,Q4,41,Tuesday
2011-10-12 07:45:00,2011,10,October,Q4,41,Wednesday
2011-10-13 07:45:00,2011,10,October,Q4,41,Thursday
2011-10-14 07:45:00,2011,10,October,Q4,41,Friday
2011-10-15 07:45:00,2011,10,October,Q4,41,Saturday
2011-10-16 07:45:00,2011,10,October,Q4,41,Sunday
2011-10-17 07:45:00,2011,10,October,Q4,42,Monday
2011-10-18 07:45:00,2011,10,October,Q4,42,Tuesday
2011-10-19 07:45:00,2011,10,October,Q4,42,Wednesday
2011-10-20 07:45:00,2011,10,October,Q4,42,Thursday
2011-10-21 07:45:00,2011,10,October,Q4,42,Friday
2011-10-22 07:45:00,2011,10,October,Q4,42,Saturday
2011-10-23 07:45:00,2011,10,October,Q4,42,Sunday
2011-10-24 07:45:00,2011,10,October,Q4,43,Monday
2011-10-25 07:45:00,2011,10,October,Q4,43,Tuesday
2011-10-26 07:45:00,2011,10,October,Q4,43,Wednesday
2011-10-27 07:45:00,2011,10,October,Q4,43,Thursday
2011-10-28 07:45:00,2011,10,October,Q4,43,Friday
2011-10-29 07:45:00,2011,10,October,Q4,43,Saturday
2011-10-30 07:45:00,2011,10,October,Q4,43,Sunday
2011-10-31 07:45:00,2011,10,October,Q4,44,Monday
2011-11-01 07:45:00,2011,11,November,Q4,44,Tuesday
2011-11-02 07:45:00,2011,11,November,Q4,44,Wednesday
2011-11-03 07:45:00,2011,11,November,Q4,44,Thursday
2011-11-04 07:45:00,2011,11,November,Q4,44,Friday
2011-11-05 07:45:00,2011,11,November,Q4,44,Saturday
2011-11-06 07:45:00,2011,11,November,Q4,44,Sunday
2011-11-07 07:45:00,2011,11,November,Q4,45,Monday
2011-11-08 07:45:00,2011,11,November,Q4,45,Tuesday
2011-11-09 07:45:00,2011,11,November,Q4,45,Wednesday
2011-11-10 07:45:00,2011,11,November,Q4,45,Thursday
2011-11-11 07:45:00,2011,11,November,Q4,45,Friday
2011-11-12 07:45:00,2011,11,November,Q4,45,Saturday
2011-11-13 07:45:00,2011,11,November,Q4,45,Sunday
2011-11-14 07:45:00,2011,11,November,Q4,46,Monday
2011-11-15 07:45:00,2011,11,November,Q4,46,Tuesday
2011-11-16 07:45:00,2011,11,November,Q4,46,Wednesday
2011-11-17 07:45:00,2011,11,November,Q4,46,Thursday
2011-11-18 07:45:00,2011,11,November,Q4,46,Friday
2011-11-19 07:45:00,2011,11,November,Q4,46,Saturday
2011-11-20 07:45:00,2011,11,November,Q4,46,Sunday
2011-11-21 07:45:00,2011,11,November,Q4,47,Monday
2011-11-22 07:45:00,2011,11,November,Q4,47,Tuesday
2011-11-23 07:45:00,2011,11,November,Q4,47,Wednesday
2011-11-24 07:45:00,2011,11,November,Q4,47,Thursday
2011-11-25 07:45:00,2011,11,November,Q4,47,Friday
2011-11-26 07:45:00,2011,11,November,Q4,47,Saturday
2011-11-27 07:45:00,2011,11,November,Q4,47,Sunday
2011-11-28 07:45:00,2011,11,November,Q4,48,Monday
2011-11-29 07:45:00,2011,11,November,Q4,48,Tuesday
2011-11-30 07:45:00,2011,11,November,Q4,48,Wednesday
2011-12-01 07:45:00,2011,12,December,Q4,48,Thursday
2011-12-02 07:45:00,2011,12,December,Q4,48,Friday
2011-12-03 07:45:00,2011,12,December,Q4,48,Saturday
2011-12-04 07:45:00,2011,12,December,Q4,48,Sunday
2011-12-05 07:45:00,2011,12,December,Q4,49,Monday
2011-12-06 07:45:00,2011,12,December,Q4,49,Tuesday
2011-12-07 07:45:00,2011,12,December,Q4,49,Wednesday
2011-12-08 07:45:00,2011,12,December,Q4,49,Thursday
2011-12-09 07:45:00,2011,12,December,Q4,49,Friday
